4,0.575,"C Fjord Div 2",149,82,45,22
3,0.575,"C Fjord Div 2",135,40,82,13
2,0.575,"C Fjord Div 2",76,16,48,12
1,0.575,"C Fjord Div 2",25,2,21,2
0,0.575,"C Fjord Div 2",2,0,2,0
6,0.556,"C Frontier",27,21,0,6
5,0.556,"C Frontier",109,87,14,8
4,0.556,"C Frontier",204,105,59,40
3,0.556,"C Frontier",244,85,125,34
2,0.556,"C Frontier",122,26,80,16
1,0.556,"C Frontier",47,2,41,4
0,0.556,"C Frontier",7,0,7,0
6,0.542,"C Garden",12,8,0,4
5,0.542,"C Garden",61,48,8,5
4,0.542,"C Garden",152,94,41,17
3,0.542,"C Garden",160,60,77,23
2,0.542,"C Garden",94,14,64,16
1,0.542,"C Garden",30,2,27,1
0,0.542,"C Garden",9,0,9,0
6,0.559,"C Glacier",28,26,0,2
5,0.559,"C Glacier",99,75,14,10
4,0.559,"C Glacier",237,129,77,31
3,0.559,"C Glacier",235,83,111,41
2,0.559,"C Glacier",136,22,94,20
1,0.559,"C Glacier",45,3,38,4
0,0.559,"C Glacier",4,0,4,0
6,0.494,"C Highland Div 1",8,7,0,1
5,0.494,"C Highland Div 1",53,45,6,2
4,0.494,"C Highland Div 1",119,70,34,15
3,0.494,"C Highland Div 1",146,62,59,25
2,0.494,"C Highland Div 1",111,28,64,19
1,0.494,"C Highland Div 1",45,5,37,3
0,0.494,"C Highland Div 1",18,0,17,1
6,0.485,"C Highland Div 2",5,5,0,0
5,0.485,"C Highland Div 2",50,40,6,4
4,0.485,"C Highland Div 2",112,75,32,5
3,0.485,"C Highland Div 2",136,61,51,24
2,0.485,"C Highland Div 2",107,26,66,15
1,0.485,"C Highland Div 2",61,9,48,4
0,0.485,"C Highland Div 2",13,0,13,0
6,0.526,"C Horizon Div 1",15,15,0,0
5,0.526,"C Horizon Div 1",49,40,7,2
4,0.526,"C Horizon Div 1",141,75,39,27
3,0.526,"C Horizon Div 1",131,51,62,18
2,0.526,"C Horizon Div 1",101,21,65,15
1,0.526,"C Horizon Div 1",46,7,32,7
0,0.526,"C Horizon Div 1",5,0,4,1
6,0.551,"C Horizon Div 2",13,12,0,1
5,0.551,"C Horizon Div 2",62,51,8,3
4,0.551,"C Horizon Div 2",113,54,41,18
3,0.551,"C Horizon Div 2",132,51,58,23
2,0.551,"C Horizon Div 2",86,18,57,11
1,0.551,"C Horizon Div 2",25,2,21,2
0,0.551,"C Horizon Div 2",3,0,3,0
6,0.575,"C Juniper",20,18,0,2
5,0.575,"C Juniper",135,96,20,19
4,0.575,"C Juniper",262,139,82,41
3,0.575,"C Juniper",230,81,120,29
2,0.575,"C Juniper",126,19,94,13
1,0.575,"C Juniper",42,3,36,3
0,0.575,"C Juniper",5,0,4,1
6,0.490,"C Laguna Div 1",14,14,0,0
5,0.490,"C Laguna Div 1",66,57,4,5
4,0.490,"C Laguna Div 1",139,84,38,17
3,0.490,"C Laguna Div 1",202,90,83,29
2,0.490,"C Laguna Div 1",157,43,100,14
1,0.490,"C Laguna Div 1",70,7,53,10
0,0.490,"C Laguna Div 1",18,0,17,1
6,0.542,"C Laguna Div 2",18,16,0,2
5,0.542,"C Laguna Div 2",77,64,7,6
4,0.542,"C Laguna Div 2",172,101,49,22
3,0.542,"C Laguna Div 2",201,75,99,27
2,0.542,"C Laguna Div 2",112,16,72,24
1,0.542,"C Laguna Div 2",42,1,38,3
0,0.542,"C Laguna Div 2",8,0,8,0
6,0.545,"C Maelstrom",11,11,0,0
5,0.545,"C Maelstrom",72,54,10,8
4,0.545,"C Maelstrom",141,83,37,21
3,0.545,"C Maelstrom",154,58,73,23
2,0.545,"C Maelstrom",107,15,72,20
1,0.545,"C Maelstrom",32,1,27,4
0,0.545,"C Maelstrom",3,0,3,0
6,0.555,"C Magnolia Div 1",14,10,0,4
5,0.555,"C Magnolia Div 1",69,46,13,10
4,0.555,"C Magnolia Div 1",148,82,44,22
3,0.555,"C Magnolia Div 1",130,50,58,22
2,0.555,"C Magnolia Div 1",100,20,63,17
1,0.555,"C Magnolia Div 1",32,0,29,3
0,0.555,"C Magnolia Div 1",1,0,1,0
6,0.529,"C Magnolia Div 2",11,11,0,0
5,0.529,"C Magnolia Div 2",54,38,7,9
4,0.529,"C Magnolia Div 2",117,77,30,10
3,0.529,"C Magnolia Div 2",156,61,73,22
2,0.529,"C Magnolia Div 2",90,13,62,15
1,0.529,"C Magnolia Div 2",39,3,30,6
0,0.529,"C Magnolia Div 2",3,0,1,2
6,0.587,"C Maritime",34,30,0,4
5,0.587,"C Maritime",121,90,22,9
4,0.587,"C Maritime",224,113,71,40
3,0.587,"C Maritime",224,67,116,41
2,0.587,"C Maritime",105,20,75,10
1,0.587,"C Maritime",32,0,32,0
0,0.587,"C Maritime",4,0,4,0
6,0.509,"C Memorial",12,12,0,0
5,0.509,"C Memorial",74,64,8,2
4,0.509,"C Memorial",185,115,46,24
3,0.509,"C Memorial",221,99,97,25
2,0.509,"C Memorial",164,36,109,19
1,0.509,"C Memorial",69,7,62,0
0,0.509,"C Memorial",11,0,11,0
6,0.524,"C Meridian Div 1",12,10,0,2
5,0.524,"C Meridian Div 1",56,47,4,5
4,0.524,"C Meridian Div 1",121,74,32,15
3,0.524,"C Meridian Div 1",146,54,74,18
2,0.524,"C Meridian Div 1",102,20,69,13
1,0.524,"C Meridian Div 1",37,7,27,3
0,0.524,"C Meridian Div 1",8,0,6,2
6,0.535,"C Meridian Div 2",8,8,0,0
5,0.535,"C Meridian Div 2",48,36,6,6
4,0.535,"C Meridian Div 2",120,70,31,19
3,0.535,"C Meridian Div 2",127,45,62,20
2,0.535,"C Meridian Div 2",89,16,59,14
1,0.535,"C Meridian Div 2",28,6,21,1
0,0.535,"C Meridian Div 2",2,0,2,0
6,0.529,"C Metro",11,9,0,2
5,0.529,"C Metro",87,73,8,6
4,0.529,"C Metro",205,114,58,33
3,0.529,"C Metro",250,101,108,41
2,0.529,"C Metro",151,27,101,23
1,0.529,"C Metro",55,3,44,8
0,0.529,"C Metro",9,0,8,1
6,0.527,"C Midland Div 1",8,8,0,0
5,0.527,"C Midland Div 1",51,42,4,5
4,0.527,"C Midland Div 1",118,65,36,17
3,0.527,"C Midland Div 1",163,61,70,32
2,0.527,"C Midland Div 1",99,22,59,18
1,0.527,"C Midland Div 1",32,1,29,2
0,0.527,"C Midland Div 1",1,0,1,0
6,0.549,"C Midland Div 2",16,14,0,2
5,0.549,"C Midland Div 2",59,44,10,5
4,0.549,"C Midland Div 2",142,71,44,27
3,0.549,"C Midland Div 2",141,52,59,30
2,0.549,"C Midland Div 2",80,18,50,12
1,0.549,"C Midland Div 2",36,1,33,2
0,0.549,"C Midland Div 2",4,0,4,0
6,0.535,"C Morningstar",25,25,0,0
5,0.535,"C Morningstar",93,75,12,6
4,0.535,"C Morningstar",217,139,54,24
3,0.535,"C Morningstar",250,85,131,34
2,0.535,"C Morningstar",163,37,105,21
1,0.535,"C Morningstar",59,2,51,6
0,0.535,"C Morningstar",11,0,10,1
6,0.527,"C Pacific Div 1",12,12,0,0
5,0.527,"C Pacific Div 1",59,47,8,4
4,0.527,"C Pacific Div 1",107,54,31,22
3,0.527,"C Pacific Div 1",131,57,54,20
2,0.527,"C Pacific Div 1",95,21,64,10
1,0.527,"C Pacific Div 1",36,3,31,2
0,0.527,"C Pacific Div 1",8,0,6,2
6,0.562,"C Pacific Div 2",15,15,0,0
5,0.562,"C Pacific Div 2",59,47,7,5
4,0.562,"C Pacific Div 2",136,65,45,26
3,0.562,"C Pacific Div 2",130,38,59,33
2,0.562,"C Pacific Div 2",64,10,41,13
1,0.562,"C Pacific Div 2",25,3,19,3
0,0.562,"C Pacific Div 2",7,0,7,0
6,0.556,"C Piedmont Div 1",11,11,0,0
5,0.556,"C Piedmont Div 1",63,40,15,8
4,0.556,"C Piedmont Div 1",134,78,32,24
3,0.556,"C Piedmont Div 1",152,47,79,26
2,0.556,"C Piedmont Div 1",83,18,55,10
1,0.556,"C Piedmont Div 1",22,3,15,4
0,0.556,"C Piedmont Div 1",1,0,1,0
6,0.522,"C Piedmont Div 2",11,11,0,0
5,0.522,"C Piedmont Div 2",47,37,4,6
4,0.522,"C Piedmont Div 2",110,70,25,15
3,0.522,"C Piedmont Div 2",141,53,65,23
2,0.522,"C Piedmont Div 2",89,19,61,9
1,0.522,"C Piedmont Div 2",38,1,32,5
0,0.522,"C Piedmont Div 2",4,0,4,0
6,0.511,"C Plaza",16,16,0,0
5,0.511,"C Plaza",75,60,7,8
4,0.511,"C Plaza",173,97,39,37
3,0.511,"C Plaza",237,90,107,40
2,0.511,"C Plaza",146,36,88,22
1,0.511,"C Plaza",63,7,48,8
0,0.511,"C Plaza",18,0,17,1
6,0.514,"C Prairie",16,14,0,2
5,0.514,"C Prairie",89,72,12,5
4,0.514,"C Prairie",163,98,41,24
3,0.514,"C Prairie",216,92,91,33
2,0.514,"C Prairie",144,30,102,12
1,0.514,"C Prairie",62,7,50,5
0,0.514,"C Prairie",18,0,17,1
6,0.517,"C Seaboard",15,14,0,1
5,0.517,"C Seaboard",85,69,9,7
4,0.517,"C Seaboard",210,135,52,23
3,0.517,"C Seaboard",264,90,131,43
2,0.517,"C Seaboard",176,37,100,39
1,0.517,"C Seaboard",67,11,53,3
0,0.517,"C Seaboard",11,0,11,0
6,0.522,"C Sequoia",15,15,0,0
5,0.522,"C Sequoia",87,71,11,5
4,0.522,"C Sequoia",191,110,49,32
3,0.522,"C Sequoia",237,97,105,35
2,0.522,"C Sequoia",146,28,95,23
1,0.522,"C Sequoia",68,7,58,3
0,0.522,"C Sequoia",12,0,10,2
6,0.561,"C Sierra Div 1",12,12,0,0
5,0.561,"C Sierra Div 1",73,63,7,3
4,0.561,"C Sierra Div 1",162,78,54,30
3,0.561,"C Sierra Div 1",162,59,84,19
2,0.561,"C Sierra Div 1",75,12,51,12
1,0.561,"C Sierra Div 1",30,3,26,1
0,0.561,"C Sierra Div 1",6,0,5,1
6,0.556,"C Sierra Div 2",12,12,0,0
5,0.556,"C Sierra Div 2",62,50,6,6
4,0.556,"C Sierra Div 2",152,80,55,17
3,0.556,"C Sierra Div 2",148,45,70,33
2,0.556,"C Sierra Div 2",76,13,44,19
1,0.556,"C Sierra Div 2",30,1,24,5
0,0.556,"C Sierra Div 2",2,0,2,0
6,0.522,"C Skyline",18,16,0,2
5,0.522,"C Skyline",89,63,4,22
4,0.522,"C Skyline",186,108,53,25
3,0.522,"C Skyline",235,84,101,50
2,0.522,"C Skyline",157,39,92,26
1,0.522,"C Skyline",64,5,56,3
0,0.522,"C Skyline",9,0,9,0
6,0.528,"C Sugarloaf Div 1",7,7,0,0
5,0.528,"C Sugarloaf Div 1",52,44,3,5
4,0.528,"C Sugarloaf Div 1",111,64,29,18
3,0.528,"C Sugarloaf Div 1",142,51,70,21
2,0.528,"C Sugarloaf Div 1",87,17,56,14
1,0.528,"C Sugarloaf Div 1",32,3,25,4
0,0.528,"C Sugarloaf Div 1",3,0,3,0
6,0.533,"C Sugarloaf Div 2",9,9,0,0
5,0.533,"C Sugarloaf Div 2",59,47,7,5
4,0.533,"C Sugarloaf Div 2",109,59,32,18
3,0.533,"C Sugarloaf Div 2",131,53,63,15
2,0.533,"C Sugarloaf Div 2",84,16,55,13
1,0.533,"C Sugarloaf Div 2",30,2,22,6
0,0.533,"C Sugarloaf Div 2",8,0,7,1
6,0.545,"C Tidewater",10,10,0,0
5,0.545,"C Tidewater",71,52,8,11
4,0.545,"C Tidewater",145,75,40,30
3,0.545,"C Tidewater",173,68,78,27
2,0.545,"C Tidewater",89,9,63,17
1,0.545,"C Tidewater",33,5,25,3
0,0.545,"C Tidewater",5,0,5,0
6,0.529,"C Tundra Div 1",9,9,0,0
5,0.529,"C Tundra Div 1",54,36,10,8
4,0.529,"C Tundra Div 1",122,80,27,15
3,0.529,"C Tundra Div 1",121,43,57,21
2,0.529,"C Tundra Div 1",92,20,61,11
1,0.529,"C Tundra Div 1",38,2,31,5
0,0.529,"C Tundra Div 1",4,0,4,0
6,0.545,"C Tundra Div 2",10,10,0,0
5,0.545,"C Tundra Div 2",62,42,8,12
4,0.545,"C Tundra Div 2",116,66,38,12
3,0.545,"C Tundra Div 2",136,54,67,15
2,0.545,"C Tundra Div 2",81,23,51,7
1,0.545,"C Tundra Div 2",29,1,28,0
0,0.545,"C Tundra Div 2",4,0,4,0
6,0.446,"D Alpine Div 1",4,2,0,2
5,0.446,"D Alpine Div 1",50,41,7,2
4,0.446,"D Alpine Div 1",114,84,23,7
3,0.446,"D Alpine Div 1",162,91,55,16
2,0.446,"D Alpine Div 1",155,39,103,13
1,0.446,"D Alpine Div 1",89,19,63,7
0,0.446,"D Alpine Div 1",28,0,25,3
6,0.448,"D Alpine Div 2",4,4,0,0
5,0.448,"D Alpine Div 2",37,27,3,7
4,0.448,"D Alpine Div 2",109,69,23,17
3,0.448,"D Alpine Div 2",161,75,55,31
2,0.448,"D Alpine Div 2",154,48,81,25
1,0.448,"D Alpine Div 2",81,12,58,11
0,0.448,"D Alpine Div 2",20,0,15,5
6,0.440,"D Arcadia Div 1",5,5,0,0
5,0.440,"D Arcadia Div 1",37,34,3,0
4,0.440,"D Arcadia Div 1",97,74,18,5
3,0.440,"D Arcadia Div 1",206,101,81,24
2,0.440,"D Arcadia Div 1",164,43,89,32
1,0.440,"D Arcadia Div 1",92,13,64,15
0,0.440,"D Arcadia Div 1",17,0,15,2
6,0.435,"D Arcadia Div 2",6,6,0,0
5,0.435,"D Arcadia Div 2",32,28,2,2
4,0.435,"D Arcadia Div 2",124,87,24,13
3,0.435,"D Arcadia Div 2",140,69,52,19
2,0.435,"D Arcadia Div 2",157,56,81,20
1,0.435,"D Arcadia Div 2",104,9,74,21
0,0.435,"D Arcadia Div 2",23,0,22,1
6,0.432,"D Archipelago Div 1",3,3,0,0
5,0.432,"D Archipelago Div 1",30,27,1,2
4,0.432,"D Archipelago Div 1",98,64,19,15
3,0.432,"D Archipelago Div 1",180,88,60,32
2,0.432,"D Archipelago Div 1",157,54,78,25
1,0.432,"D Archipelago Div 1",84,8,64,12
0,0.432,"D Archipelago Div 1",26,0,22,4
6,0.417,"D Archipelago Div 2",2,2,0,0
5,0.417,"D Archipelago Div 2",41,35,3,3
4,0.417,"D Archipelago Div 2",74,59,8,7
3,0.417,"D Archipelago Div 2",136,64,47,25
2,0.417,"D Archipelago Div 2",137,39,76,22
1,0.417,"D Archipelago Div 2",102,19,64,19
0,0.417,"D Archipelago Div 2",26,0,20,6
6,0.451,"D Atlantic Div 1",7,5,0,2
5,0.451,"D Atlantic Div 1",40,32,5,3
4,0.451,"D Atlantic Div 1",102,66,22,14
3,0.451,"D Atlantic Div 1",156,75,50,31
2,0.451,"D Atlantic Div 1",154,44,85,25
1,0.451,"D Atlantic Div 1",75,10,53,12
0,0.451,"D Atlantic Div 1",18,0,17,1
6,0.392,"D Atlantic Div 2",3,3,0,0
5,0.392,"D Atlantic Div 2",27,20,3,4
4,0.392,"D Atlantic Div 2",58,44,12,2
3,0.392,"D Atlantic Div 2",147,88,38,21
2,0.392,"D Atlantic Div 2",161,52,76,33
1,0.392,"D Atlantic Div 2",91,17,62,12
0,0.392,"D Atlantic Div 2",39,0,33,6
6,0.437,"D Badlands Div 1",8,6,0,2
5,0.437,"D Badlands Div 1",42,37,5,0
4,0.437,"D Badlands Div 1",108,71,26,11
3,0.437,"D Badlands Div 1",154,80,52,22
2,0.437,"D Badlands Div 1",164,45,84,35
1,0.437,"D Badlands Div 1",113,20,78,15
0,0.437,"D Badlands Div 1",17,0,14,3
6,0.482,"D Badlands Div 2",11,11,0,0
5,0.482,"D Badlands Div 2",38,34,1,3
4,0.482,"D Badlands Div 2",137,77,28,32
3,0.482,"D Badlands Div 2",181,82,73,26
2,0.482,"D Badlands Div 2",139,38,86,15
1,0.482,"D Badlands Div 2",57,6,45,6
0,0.482,"D Badlands Div 2",17,0,15,2
6,0.431,"D Bayou Div 1",6,6,0,0
5,0.431,"D Bayou Div 1",39,33,5,1
4,0.431,"D Bayou Div 1",146,95,23,28
3,0.431,"D Bayou Div 1",181,83,68,30
2,0.431,"D Bayou Div 1",195,69,86,40
1,0.431,"D Bayou Div 1",130,15,92,23
0,0.431,"D Bayou Div 1",29,0,27,2
6,0.446,"D Bayou Div 2",6,6,0,0
5,0.446,"D Bayou Div 2",40,37,2,1
4,0.446,"D Bayou Div 2",136,102,23,11
3,0.446,"D Bayou Div 2",231,108,97,26
2,0.446,"D Bayou Div 2",181,58,92,31
1,0.446,"D Bayou Div 2",105,8,83,14
0,0.446,"D Bayou Div 2",25,0,22,3
6,0.387,"D Cascade Div 1",2,2,0,0
5,0.387,"D Cascade Div 1",25,21,3,1
4,0.387,"D Cascade Div 1",67,53,8,6
3,0.387,"D Cascade Div 1",168,91,50,27
2,0.387,"D Cascade Div 1",191,70,84,37
1,0.387,"D Cascade Div 1",125,22,85,18
0,0.387,"D Cascade Div 1",32,0,29,3
6,0.436,"D Cascade Div 2",1,1,0,0
5,0.436,"D Cascade Div 2",39,39,0,0
4,0.436,"D Cascade Div 2",118,82,26,10
3,0.436,"D Cascade Div 2",178,86,64,28
2,0.436,"D Cascade Div 2",160,43,86,31
1,0.436,"D Cascade Div 2",98,14,63,21
0,0.436,"D Cascade Div 2",26,0,26,0
6,0.550,"D Central Div 1",16,15,0,1
5,0.550,"D Central Div 1",78,56,10,12
4,0.550,"D Central Div 1",153,86,46,21
3,0.550,"D Central Div 1",146,48,77,21
2,0.550,"D Central Div 1",92,19,57,16
1,0.550,"D Central Div 1",36,4,29,3
0,0.550,"D Central Div 1",9,0,9,0
6,0.507,"D Central Div 2",18,16,0,2
5,0.507,"D Central Div 2",55,41,4,10
4,0.507,"D Central Div 2",123,73,35,15
3,0.507,"D Central Div 2",142,64,54,24
2,0.507,"D Central Div 2",126,24,81,21
1,0.507,"D Central Div 2",50,7,39,4
0,0.507,"D Central Div 2",12,0,12,0
6,0.451,"D Coastal Div 1",4,2,0,2
5,0.451,"D Coastal Div 1",34,31,2,1
4,0.451,"D Coastal Div 1",111,77,21,13
3,0.451,"D Coastal Div 1",182,92,67,23
2,0.451,"D Coastal Div 1",151,38,87,26
1,0.451,"D Coastal Div 1",69,10,49,10
0,0.451,"D Coastal Div 1",25,0,24,1
6,0.473,"D Coastal Div 2",2,2,0,0
5,0.473,"D Coastal Div 2",59,47,3,9
4,0.473,"D Coastal Div 2",110,76,22,12
3,0.473,"D Coastal Div 2",163,74,58,31
2,0.473,"D Coastal Div 2",137,32,86,19
1,0.473,"D Coastal Div 2",67,8,52,7
0,0.473,"D Coastal Div 2",18,0,18,0
6,0.459,"D Continental Div 1",4,4,0,0
5,0.459,"D Continental Div 1",39,33,3,3
4,0.459,"D Continental Div 1",116,77,22,17
3,0.459,"D Continental Div 1",155,73,53,29
2,0.459,"D Continental Div 1",169,44,94,31
1,0.459,"D Continental Div 1",70,9,55,6
0,0.459,"D Continental Div 1",13,0,13,0
6,0.446,"D Continental Div 2",7,7,0,0
5,0.446,"D Continental Div 2",32,29,2,1
4,0.446,"D Continental Div 2",82,53,17,12
3,0.446,"D Continental Div 2",139,68,47,24
2,0.446,"D Continental Div 2",139,36,73,30
1,0.446,"D Continental Div 2",66,11,47,8
0,0.446,"D Continental Div 2",19,0,18,1
6,0.388,"D Corridor Div 1",1,1,0,0
5,0.388,"D Corridor Div 1",24,22,1,1
4,0.388,"D Corridor Div 1",83,66,7,10
3,0.388,"D Corridor Div 1",150,80,50,20
2,0.388,"D Corridor Div 1",201,69,92,40
1,0.388,"D Corridor Div 1",119,23,77,19
0,0.388,"D Corridor Div 1",36,0,34,2
6,0.423,"D Corridor Div 2",2,2,0,0
5,0.423,"D Corridor Div 2",43,38,1,4
4,0.423,"D Corridor Div 2",96,66,21,9
3,0.423,"D Corridor Div 2",163,87,51,25
2,0.423,"D Corridor Div 2",146,42,76,28
1,0.423,"D Corridor Div 2",109,18,78,13
0,0.423,"D Corridor Div 2",31,0,26,5
6,0.435,"D Delta Div 1",4,4,0,0
5,0.435,"D Delta Div 1",37,33,1,3
4,0.435,"D Delta Div 1",89,57,22,10
3,0.435,"D Delta Div 1",124,72,42,10
2,0.435,"D Delta Div 1",131,44,68,19
1,0.435,"D Delta Div 1",98,9,73,16
0,0.435,"D Delta Div 1",15,0,13,2
6,0.447,"D Delta Div 2",8,8,0,0
5,0.447,"D Delta Div 2",28,26,0,2
4,0.447,"D Delta Div 2",100,70,20,10
3,0.447,"D Delta Div 2",151,65,58,28
2,0.447,"D Delta Div 2",150,43,79,28
1,0.447,"D Delta Div 2",76,9,53,14
0,0.447,"D Delta Div 2",13,0,11,2
6,0.470,"D Fjord Div 1",6,6,0,0
5,0.470,"D Fjord Div 1",43,36,5,2
4,0.470,"D Fjord Div 1",135,92,29,14
3,0.470,"D Fjord Div 1",193,82,80,31
2,0.470,"D Fjord Div 1",155,46,87,22
1,0.470,"D Fjord Div 1",76,8,58,10
0,0.470,"D Fjord Div 1",16,0,11,5
6,0.507,"D Fjord Div 2",6,4,0,2
5,0.507,"D Fjord Div 2",69,56,6,7
4,0.507,"D Fjord Div 2",142,80,40,22
3,0.507,"D Fjord Div 2",172,71,74,27
2,0.507,"D Fjord Div 2",133,34,88,11
1,0.507,"D Fjord Div 2",56,9,41,6
0,0.507,"D Fjord Div 2",8,0,5,3
6,0.444,"D Frontier Div 1",9,9,0,0
5,0.444,"D Frontier Div 1",40,35,4,1
4,0.444,"D Frontier Div 1",111,69,21,21
3,0.444,"D Frontier Div 1",173,91,62,20
2,0.444,"D Frontier Div 1",174,53,94,27
1,0.444,"D Frontier Div 1",100,15,74,11
0,0.444,"D Frontier Div 1",19,0,17,2
6,0.477,"D Frontier Div 2",10,10,0,0
5,0.477,"D Frontier Div 2",61,48,10,3
4,0.477,"D Frontier Div 2",123,87,19,17
3,0.477,"D Frontier Div 2",181,90,74,17
2,0.477,"D Frontier Div 2",145,36,87,22
1,0.477,"D Frontier Div 2",82,5,68,9
0,0.477,"D Frontier Div 2",18,0,18,0
6,0.417,"D Garden",4,4,0,0
5,0.417,"D Garden",38,35,2,1
4,0.417,"D Garden",124,84,21,19
3,0.417,"D Garden",226,120,74,32
2,0.417,"D Garden",237,78,127,32
1,0.417,"D Garden",133,18,86,29
0,0.417,"D Garden",32,0,29,3
6,0.448,"D Glacier Div 1",7,5,0,2
5,0.448,"D Glacier Div 1",21,20,1,0
4,0.448,"D Glacier Div 1",85,59,15,11
3,0.448,"D Glacier Div 1",134,62,48,24
2,0.448,"D Glacier Div 1",113,38,69,6
1,0.448,"D Glacier Div 1",64,7,48,9
0,0.448,"D Glacier Div 1",14,0,10,4
6,0.443,"D Glacier Div 2",11,7,0,4
5,0.443,"D Glacier Div 2",26,22,4,0
4,0.443,"D Glacier Div 2",69,42,15,12
3,0.443,"D Glacier Div 2",123,65,38,20
2,0.443,"D Glacier Div 2",118,31,61,26
1,0.443,"D Glacier Div 2",63,9,43,11
0,0.443,"D Glacier Div 2",18,0,15,3
6,0.388,"D Highland Div 1",5,5,0,0
5,0.388,"D Highland Div 1",20,20,0,0
4,0.388,"D Highland Div 1",94,74,13,7
3,0.388,"D Highland Div 1",155,78,56,21
2,0.388,"D Highland Div 1",198,64,87,47
1,0.388,"D Highland Div 1",119,21,70,28
0,0.388,"D Highland Div 1",47,0,36,11
6,0.363,"D Highland Div 2",1,1,0,0
5,0.363,"D Highland Div 2",11,10,1,0
4,0.363,"D Highland Div 2",59,45,7,7
3,0.363,"D Highland Div 2",124,68,38,18
2,0.363,"D Highland Div 2",180,78,71,31
1,0.363,"D Highland Div 2",123,22,79,22
0,0.363,"D Highland Div 2",30,0,28,2
6,0.449,"D Horizon Div 1",5,5,0,0
5,0.449,"D Horizon Div 1",47,42,2,3
4,0.449,"D Horizon Div 1",117,74,24,19
3,0.449,"D Horizon Div 1",175,80,61,34
2,0.449,"D Horizon Div 1",176,55,92,29
1,0.449,"D Horizon Div 1",97,12,73,12
0,0.449,"D Horizon Div 1",17,0,16,1
6,0.457,"D Horizon Div 2",9,5,0,4
5,0.457,"D Horizon Div 2",48,38,6,4
4,0.457,"D Horizon Div 2",125,76,28,21
3,0.457,"D Horizon Div 2",180,91,60,29
2,0.457,"D Horizon Div 2",152,38,85,29
1,0.457,"D Horizon Div 2",95,18,64,13
0,0.457,"D Horizon Div 2",23,0,23,0
6,0.480,"D Juniper Div 1",12,12,0,0
5,0.480,"D Juniper Div 1",50,43,6,1
4,0.480,"D Juniper Div 1",124,83,28,13
3,0.480,"D Juniper Div 1",136,62,59,15
2,0.480,"D Juniper Div 1",121,31,75,15
1,0.480,"D Juniper Div 1",76,8,54,14
0,0.480,"D Juniper Div 1",19,0,17,2
6,0.419,"D Juniper Div 2",2,2,0,0
5,0.419,"D Juniper Div 2",31,28,0,3
4,0.419,"D Juniper Div 2",81,51,22,8
3,0.419,"D Juniper Div 2",124,65,35,24
2,0.419,"D Juniper Div 2",141,39,78,24
1,0.419,"D Juniper Div 2",77,17,46,14
0,0.419,"D Juniper Div 2",26,0,21,5
6,0.434,"D Laguna Div 1",7,7,0,0
5,0.434,"D Laguna Div 1",46,35,7,4
4,0.434,"D Laguna Div 1",136,87,37,12
3,0.434,"D Laguna Div 1",212,107,71,34
2,0.434,"D Laguna Div 1",215,73,102,40
1,0.434,"D Laguna Div 1",124,20,87,17
0,0.434,"D Laguna Div 1",28,0,25,3
6,0.449,"D Laguna Div 2",4,4,0,0
5,0.449,"D Laguna Div 2",42,33,1,8
4,0.449,"D Laguna Div 2",165,111,36,18
3,0.449,"D Laguna Div 2",198,97,74,27
2,0.449,"D Laguna Div 2",202,53,111,38
1,0.449,"D Laguna Div 2",111,17,72,22
0,0.449,"D Laguna Div 2",22,0,21,1
6,0.430,"D Maelstrom Div 1",4,4,0,0
5,0.430,"D Maelstrom Div 1",22,21,1,0
4,0.430,"D Maelstrom Div 1",69,43,17,9
3,0.430,"D Maelstrom Div 1",103,53,31,19
2,0.430,"D Maelstrom Div 1",121,44,56,21
1,0.430,"D Maelstrom Div 1",68,9,52,7
0,0.430,"D Maelstrom Div 1",19,0,17,2
6,0.375,"D Maelstrom Div 2",2,2,0,0
5,0.375,"D Maelstrom Div 2",14,11,3,0
4,0.375,"D Maelstrom Div 2",49,40,6,3
3,0.375,"D Maelstrom Div 2",91,54,25,12
2,0.375,"D Maelstrom Div 2",137,50,63,24
1,0.375,"D Maelstrom Div 2",88,17,54,17
0,0.375,"D Maelstrom Div 2",25,0,23,2
6,0.448,"D Magnolia Div 1",7,7,0,0
5,0.448,"D Magnolia Div 1",51,40,5,6
4,0.448,"D Magnolia Div 1",107,79,21,7
3,0.448,"D Magnolia Div 1",164,87,67,10
2,0.448,"D Magnolia Div 1",175,55,95,25
1,0.448,"D Magnolia Div 1",103,15,76,12
0,0.448,"D Magnolia Div 1",19,0,19,0
6,0.459,"D Magnolia Div 2",4,4,0,0
5,0.459,"D Magnolia Div 2",50,38,7,5
4,0.459,"D Magnolia Div 2",111,73,26,12
3,0.459,"D Magnolia Div 2",178,82,65,31
2,0.459,"D Magnolia Div 2",147,46,79,22
1,0.459,"D Magnolia Div 2",70,5,51,14
0,0.459,"D Magnolia Div 2",22,0,20,2
6,0.479,"D Maritime Div 1",7,7,0,0
5,0.479,"D Maritime Div 1",49,42,2,5
4,0.479,"D Maritime Div 1",126,85,30,11
3,0.479,"D Maritime Div 1",166,71,75,20
2,0.479,"D Maritime Div 1",124,31,75,18
1,0.479,"D Maritime Div 1",72,8,49,15
0,0.479,"D Maritime Div 1",14,0,13,1
6,0.454,"D Maritime Div 2",1,1,0,0
5,0.454,"D Maritime Div 2",34,34,0,0
